File_ID,Genre,Sentence_ID,Original_Word,Lemma,POS,Metaphor,Type,Subtype,MFlag,xml:id,corresp
a6u-fragment02,Academic,a6u-fragment02_s171,Mexico,mexico,NP0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s171,now,now,AV0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s171,far,far,AV0,mrw,met,,,,
a6u-fragment02,Academic,a6u-fragment02_s171,supercedes,supercede,VVZ,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s171,his,he,DPS,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s171,since,since,PRP,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s171,1919,1919,CRD,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s171,sale room,sale room,NN1+NN1,,,,,a6u-fragment02-cn1,
a6u-fragment02,Academic,a6u-fragment02_s171,estimates,estimate,NN2,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s171,of,of,PRF,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s171,her,she,DPS,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s171,work,work,NN1,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s171,have,have,VHB,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s171,risen,rise,VVN,mrw,met,,,,
a6u-fragment02,Academic,a6u-fragment02_s171,from,from,PRP,mrw,met,,,,
a6u-fragment02,Academic,a6u-fragment02_s171,"$40,000","$40,000",NN0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s171,to,to,PRP,mrw,met,,,,
a6u-fragment02,Academic,a6u-fragment02_s171,over,over,AV0,mrw,met,,,,
a6u-fragment02,Academic,a6u-fragment02_s171,$1,$1,NN0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s171,million,million,CRD,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s171,and,and,CJC,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s171,in,in,PRP,mrw,met,,,,
a6u-fragment02,Academic,a6u-fragment02_s171,1990,1990,CRD,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s171,a,a,AT0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s171,work,work,NN1,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s171,by,by,PRP,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s171,Kahlo,kahlo,NP0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s171,broke,break,VVD,mrw,met,,,,
a6u-fragment02,Academic,a6u-fragment02_s171,all,all,DT0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s171,records,record,NN2,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s171,at,at,PRP,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s171,Sotheby,sotheby,NP0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s171,'s,'s,POS,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s171,New,new,NP0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s171,York,york,NP0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s171,for,for,PRP,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s171,a,a,AT0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s171,Latin,latin,AJ0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s171,American,american,AJ0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s171,artist,artist,NN1,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s172,The,the,AT0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s172,enormous,enormous,AJ0,mrw,met,,,,
a6u-fragment02,Academic,a6u-fragment02_s172,rise,rise,NN1,mrw,met,,,,
a6u-fragment02,Academic,a6u-fragment02_s172,in,in,PRP,mrw,met,,,,
a6u-fragment02,Academic,a6u-fragment02_s172,the,the,AT0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s172,economic,economic,AJ0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s172,value,value,NN1,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s172,of,of,PRF,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s172,her,she,DPS,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s172,work,work,NN1,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s172,has,have,VHZ,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s172,developed,develop,VVN,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s172,in,in,PRP,mrw,met,,,,
a6u-fragment02,Academic,a6u-fragment02_s172,tandem,tandem,NN1,mrw,met,,,,
a6u-fragment02,Academic,a6u-fragment02_s172,with,with,PRP,mrw,met,,,,
a6u-fragment02,Academic,a6u-fragment02_s172,the,the,AT0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s172,increased,increased,AJ0,mrw,met,,,,
a6u-fragment02,Academic,a6u-fragment02_s172,critical,critical,AJ0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s172,and,and,CJC,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s172,popular,popular,AJ0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s172,response,response,NN1,mrw,met,,,,
a6u-fragment02,Academic,a6u-fragment02_s172,to,to,PRP,mrw,met,,,,
a6u-fragment02,Academic,a6u-fragment02_s172,her,she,DPS,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s172,particular,particular,AJ0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s172,blend,blend,NN1,mrw,met,,,,
a6u-fragment02,Academic,a6u-fragment02_s172,of,of,PRF,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s172,naive,naive,AJ0,mrw,met,PP,,,
a6u-fragment02,Academic,a6u-fragment02_s172,style,style,NN1,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s172,and,and,CJC,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s172,incisive,incisive,AJ0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s172,content,content,NN1,mrw,met,,,,
a6u-fragment02,Academic,a6u-fragment02_s173,While,while,CJS,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s173,the,the,AT0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s173,first,first,ORD,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s173,wave,wave,NN1,mrw,met,,,,
a6u-fragment02,Academic,a6u-fragment02_s173,of,of,PRF,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s173,popular,popular,AJ0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s173,interest,interest,NN1,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s173,arose,arise,VVD,mrw,met,,,,
a6u-fragment02,Academic,a6u-fragment02_s173,with,with,PRP,mrw,met,,,,
a6u-fragment02,Academic,a6u-fragment02_s173,the,the,AT0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s173,1982,1982,CRD,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s173,Whitechapel,whitechapel,NP0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s173,exhibition,exhibition,NN1,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s173,instigated,instigate,VVN,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s173,by,by,PRP,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s173,Laura,laura,NP0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s173,Mulvey,mulvey,NP0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s173,and,and,CJC,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s173,Peter,peter,NP0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s173,Wollen,wollen,NP0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s173,it,it,PNP,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s173,was,was,VBD,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s173,the,the,AT0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s173,publication,publication,NN1,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s173,of,of,PRF,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s173,Hayden,hayden,NP0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s173,Herrera,herrera,NP0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s173,'s,'s,POS,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s173,biography,biography,NN1,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s173,of,of,PRF,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s173,Kahlo,kahlo,NP0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s173,in,in,PRP,mrw,met,,,,
a6u-fragment02,Academic,a6u-fragment02_s173,1983,1983,CRD,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s173,which,which,DTQ,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s173,has,have,VHZ,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s173,led,lead,VVN,mrw,met,,,,
a6u-fragment02,Academic,a6u-fragment02_s173,to,to,PRP,mrw,met,,,,
a6u-fragment02,Academic,a6u-fragment02_s173,her,she,DPS,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s173,current,current,AJ0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s173,cult,cult,NN1,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s173,status,status,NN1,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s174,Since,since,PRP,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s174,that,that,DT0,mrw,met,,,,
a6u-fragment02,Academic,a6u-fragment02_s174,date,date,NN1,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s174,she,she,PNP,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s174,has,have,VHZ,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s174,been,be,VBN,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s174,the,the,AT0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s174,subject,subject,NN1,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s174,of,of,PRF,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s174,TV,tv,NN1,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s174,documentaries,documentary,NN2,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s174,a,a,AT0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s174,feature film,feature film,NN1+NN1,,,,,a6u-fragment02-cn4,
a6u-fragment02,Academic,a6u-fragment02_s174,Frida,frida,NP0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s174,by,by,PRP,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s174,Paul,paul,NP0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s174,Leduc,leduc,NP0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s174,a,a,AT0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s174,stage,stage,NN1,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s174,play,play,NN1-VVB,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s174,numerous,numerous,AJ0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s174,publications,publication,NN2,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s174,and,and,CJC,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s174,the,the,AT0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s174,inspiration,inspiration,NN1,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s174,for,for,PRP,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s174,designer,designer,NN1,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s174,clothing,clothing,NN1,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s175,In,in,PRP,mrw,met,,,,
a6u-fragment02,Academic,a6u-fragment02_s175,May,may,NP0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s175,1989,1989,CRD,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s175,Elle,elle,UNC,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s175,magazine,magazine,NN1,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s175,ran,run,VVD,mrw,met,,,,
a6u-fragment02,Academic,a6u-fragment02_s175,a,a,AT0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s175,16,16,CRD,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s175,page,page,NN1,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s175,feature,feature,NN1,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s175,on,on,PRP,mrw,met,,,,
a6u-fragment02,Academic,a6u-fragment02_s175,Frida,frida,NP0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s175,Kahlo,kahlo,NP0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s175,as,as,PRP,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s175,the,the,AT0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s175,spirit,spirit,NN1,mrw,met,,,,
a6u-fragment02,Academic,a6u-fragment02_s175,of,of,PRF,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s175,Mexico,mexico,NP0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s175,Fig.,fig.,NN1,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s175,1,1,CRD,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s175,while,while,CJS,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s175,in,in,PRP,mrw,met,,,,
a6u-fragment02,Academic,a6u-fragment02_s175,Vogue,vogue,NN1,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s175,Feb.,feb.,NP0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s175,1990,1990,CRD,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s175,there,there,EX0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s175,was,was,VBD,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s175,a,a,AT0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s175,10,10,CRD,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s175,page,page,NN1,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s175,interpretation,interpretation,NN1,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s175,of,of,PRF,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s175,the,the,AT0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s175,romance,romance,NN1,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s175,of,of,PRF,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s175,Frida,frida,NP0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s175,Kahlo,kahlo,NP0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s175,'s,'s,POS,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s175,Mexico,mexico,NP0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s175,Fig.,fig.,NN1,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s175,2,2,CRD,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s176,Almost,almost,AV0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s176,as,as,PRP-CJS,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s176,a,a,AT0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s176,logical,logical,AJ0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s176,outcome,outcome,NN1,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s176,of,of,PRF,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s176,this,this,DT0,mrw,met,,,,
a6u-fragment02,Academic,a6u-fragment02_s176,media,media,NN0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s176,blitz,blitz,NN1-VVB,mrw,met,,,,
a6u-fragment02,Academic,a6u-fragment02_s176,it,it,PNP,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s176,emerged,emerge,VVD,mrw,met,,,,
a6u-fragment02,Academic,a6u-fragment02_s176,in,in,PRP,mrw,met,,,,
a6u-fragment02,Academic,a6u-fragment02_s176,the,the,AT0,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s176,summer,summer,NN1,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s176,of,of,PRF,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s176,1990,1990,CRD,,,,,,
a6u-fragment02,Academic,a6u-fragment02_s176,that,that,CJT,,,,,,
